Numero,UsoIP,URLLargo,URLCorto,SimboloArroba,Redireccion,PrefijoSufijo,SubDominio,HTTPS,ExpiracionCreacionDominio,Icono,NoPuertoStd,HTTPSURLDominio,URLRespuesta,URLAnclaje,ScriptEnlaceEnEtiquetas,ControladorFormulariosServidor,InformacionCorreo,URLAnormal,ReenvioSitiosWeb,BarraEstadoPersonalizado,DeshabilitacionClicDerecho,UsoVentanaEmergente,RedireccionMarcoFlotante,EdadDeDominio,GrabacionDNS,TraficoSitioWeb,RangoPagina,IndiceGoogle,EnlacesApuntanPagina,ReporteEstadisticas,Clase,Url,Mensaje
1125,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-014-RJ-INTERPUESTO-POR-COTAS_0001.pdf,Sitio web sospechoso detectado
1126,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-015-RJ-INTERPUESTO-POR-RADIO-EL-MAGISTRADO_0001.pdf,Sitio web sospechoso detectado
1127,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-016-RJ-INTERPUESTO-POR-MARCELO-ORTUSTE-CANAL-CNNB_0001.pdf,Sitio web sospechoso detectado
1128,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-019-RJ-INTERPUESTO-POR-BoA-PAOLA-VASCO-POVEDA_0001.pdf,Sitio web sospechoso detectado
1129,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-020-RJ-INTERPUESTO-POR-JUAN-DENNIS-RODRIGUEZ-PINTO_0001.pdf,Sitio web sospechoso detectado
1130,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-022-RJ-INTERPUESTO-POR-LUIS-OPORTO-EGUIVAR_0001.pdf,Sitio web sospechoso detectado
1131,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-034-RJ-INTERPUESTO-POR-COTAS_0001.pdf,Sitio web sospechoso detectado
1132,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-038-RJ-INTERPUESTO-POR-RADIO-CAMRI-F.M-103.3-SONIDO-DIGITAL_0001.pdf,Sitio web sospechoso detectado
1133,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-043-RJ.-INTERPUESTO-POR-NUEVATEL_0001.pdf,Sitio web sospechoso detectado
1134,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-045-RJ.-INTERPUESTO-POR-TELEVISION-CARISMATICA_0001.pdf,Sitio web sospechoso detectado
1135,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-058-RJ-INTERPUESTO-POR-PAOLA-VASCO-BOA_0001.pdf,Sitio web sospechoso detectado
1136,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-062-RJ-INTERPUESTO-POR-BOA_0001.pdf,Sitio web sospechoso detectado
1137,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-071-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1138,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-072-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1139,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-073-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1140,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-074-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1141,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-075-RJ-INTERPUESTO-POR-COMTECO_0002.pdf,Sitio web sospechoso detectado
1142,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-076-RJ-INTERPUESTO-POR-COMTECO.pdf,Sitio web sospechoso detectado
1143,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-077-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1144,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-078-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1145,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-079-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1146,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-080-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1147,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-081-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1148,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-082-RJ-NTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1149,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-083-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1150,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-084-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1151,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-085-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1152,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-086-RJ-INTERPUESTO-POR-OSCAR-SONCO_0001.pdf,Sitio web sospechoso detectado
1153,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-087-RJ-INTERPUESTO-POR-NUEVATEL_0001.pdf,Sitio web sospechoso detectado
1154,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-088-RJ-INTERPUESTO-POR-NINOSKA-ANA-REQUE-CORTEZ_0001.pdf,Sitio web sospechoso detectado
1155,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-089-RJ-INTERPUESTO-POR-AMASZONAS.pdf,Sitio web sospechoso detectado
1156,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-090-RJ-INTERPUESTO-POR-COTAS.pdf,Sitio web sospechoso detectado
1157,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-094-RJ-INTERPUESTO-POR-EL-DORADO_0001.pdf,Sitio web sospechoso detectado
1158,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-095-RJ-INTERPUESTO-POR-COTEL_0001.pdf,Sitio web sospechoso detectado
1159,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-098-RJ-INTERPUESTO-POR-BOA_0001.pdf,Sitio web sospechoso detectado
1160,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-099-RJ-INTERPUESTO-POR-AVIANCA_0001.pdf,Sitio web sospechoso detectado
1161,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-102-RJ-INTERPUESTO-POR-TRANS-SALVADOR-SRL_0001.pdf,Sitio web sospechoso detectado
1162,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2023/05/RESOLUCION-MINISTERIAL-NÂ°-103-RJ-INTERPUESTO-POR-AMILCAR-ROCABADO_0001.pdf,Sitio web sospechoso detectado
1163,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-115-RJ-INTERPUESTO-POR-COTAS.pdf,Sitio web sospechoso detectado
1164,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-120-RJ-INTRPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1165,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-121-RJ-INTERPUESTO-POR-EL-DORADO_0001.pdf,Sitio web sospechoso detectado
1166,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-127-RJ-INTERPUESTO-POR-RADIO-YUNGAS_0001.pdf,Sitio web sospechoso detectado
1167,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-133-RJ.-INTERPUESTO-POR-ECOJET_0001.pdf,Sitio web sospechoso detectado
1168,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-135-RJ-INTERPUESTO-POR-MEGACONEXION_0001.pdf,Sitio web sospechoso detectado
1169,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-136-RJ-INTERPUESTO-POR-COTEL_0001.pdf,Sitio web sospechoso detectado
1170,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-146-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1171,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-151-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1172,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-154-RJ-INTERPUESTO-POR-RADIO-CONCORDIA_0001.pdf,Sitio web sospechoso detectado
1173,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-157-RJ-INTERPUESTO-POR-RADIO-SHOW-ALTERNATIVA_0001.pdf,Sitio web sospechoso detectado
1174,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-158-RJ-INTERPUESTO-POR-TELEVISION-CARISMATICA_0001.pdf,Sitio web sospechoso detectado
1175,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-159-RJ-INTERPUESTO-POR-OTTO-JORDAN-HURTADO-DIGITALTV-EDMUND-SRL_0001.pdf,Sitio web sospechoso detectado
1176,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-163-RJ-INTERPUESO-POR-OVIDIO-RIOS-CHOQUE_0001.pdf,Sitio web sospechoso detectado
1177,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-167-RJ-INTERPUESTO-POR-ISABEL-ELIONOR-LOPEZ-VALDA_0001.pdf,Sitio web sospechoso detectado
1178,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-168-RJ-INTERPUESTO-POR-PEDRO-ALBERTO-LEROY-EL-DORADO_0001.pdf,Sitio web sospechoso detectado
1179,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-170-RJ-INTERPUESTO-POR-TELEVISION-COMUNITARIA_0001.pdf,Sitio web sospechoso detectado
1180,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-172-RJ-INTERPUESTO-POR-EL-DORADO_0001.pdf,Sitio web sospechoso detectado
1181,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-173-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1182,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-174-RJ-INTERPUESTO-POR-NUEVATEL_0001.pdf,Sitio web sospechoso detectado
1183,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-178-RJ-INTERPUESTO-POR-LUIS-REJAS-ALURRALDE_0001.pdf,Sitio web sospechoso detectado
1184,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-179-RJ-INTERPUESTO-POR-RADIODIFUSORA-CONCORDIA_0001.pdf,Sitio web sospechoso detectado
1185,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-181-RJ-INTERPUESTO-POR-EL-DORADO_0001.pdf,Sitio web sospechoso detectado
1186,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-182-RJ-INTERPUESTO-POR-DIACONIA_0001.pdf,Sitio web sospechoso detectado
1187,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-186-RJ-INTERPUESTO-POR-NUEVATEL_0001.pdf,Sitio web sospechoso detectado
1188,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-189-RJ-INTERPUESTO-POR-NUEVATEL-Y-TELECEL_0001.pdf,Sitio web sospechoso detectado
1189,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-190-RJ-INTERPUESTO-POR-COMTECO_0001.pdf,Sitio web sospechoso detectado
1190,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-195-RJ-INTERPUESTO-POR-NUEVATEL_0001.pdf,Sitio web sospechoso detectado
1191,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-196-RJ-INTERPUESTO-POR-FERROVIARIA-ORIENTAL_0001.pdf,Sitio web sospechoso detectado
1192,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-198-RJ-INTERPUEST-POR-MIGUEL-DESGADILLO-BIMODAL_0001.pdf,Sitio web sospechoso detectado
1193,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-199-RJ-INERPUESTO-POR-MIGUEL-DELGADILLO-ROCA-BIMODAL_0001.pdf,Sitio web sospechoso detectado
1194,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-201-RJ-INTEPUESTO-POR-RADIO-CAMIRI_0001.pdf,Sitio web sospechoso detectado
1195,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-202-RJ-INTERPUESTO-POR-AXS-BOLIVIA_0001.pdf,Sitio web sospechoso detectado
1196,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-209-RJ-INTERPUESTO-POR-MARCELO-RAMIRO-CALDERON_0001.pdf,Sitio web sospechoso detectado
1197,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-210-RJ-INTERPUESTO-POR-ELIANA-AYAVIRI-AVALOS.pdf,Sitio web sospechoso detectado
1198,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,https://www.oopp.gob.bo/wp-content/uploads/2024/02/RESOLUCION-MINISTERIAL-NÂ°-213-RJ-INTERPUESTO-POR-RADIO-MOVIL-EL-MAGISTRADO.pdf,Sitio web sospechoso detectado
